1,2,3,4,5,6,7,8,9,10,11,12
RWR,11,"Jones, Julio 11/1",17,"HESTER, DEVIN U/Chi",19,"Davis, Drew CF11",,,,,ATL
LT,70,"Matthews, Jake 14/1",68,"Carimi, Gabe SF14",,,,,,,ATL
LG,63,"BLALOCK, JUSTIN 07/2",69,"Gunn, Harland P/NO",,,,,,,ATL
C,62,"Stone, James CF14",69,"Gunn, Harland P/NO",,,,,,,ATL
RG,75,"Asamoah, Jon U/KC",69,"Gunn, Harland P/NO",,,,,,,ATL
RT,73,"Schraeder, Ryan CF13",68,"Carimi, Gabe SF14",79,"SCOTT, JONATHAN SF14",,,,,ATL
TE,80,"Toilolo, Levine 13/4",86,"Pascoe, Bear U/NYG",,,,,,,ATL
QB,2,"Ryan, Matt 08/1",13,"Yates, TJ T/Hou",12,"Renfree, Sean 13/7",,,,,ATL
FB,42,"DiMarco, Patrick SF13",,,,,,,,,ATL
RB,39,"JACKSON, STEVEN U/SL",32,"Rodgers, Jacquizz 11/5",24,"Freeman, Devonta 14/4",,,,,ATL
LWR,82,"COTCHERY, JERRICHO U/Pit",16,"Brown, Corey CF14",10,"Presley, DeAndre SF13",,,,,CAR
RWR,13,"Benjamin, Kelvin 14/1",11,"Bersin, Brenton CF12",,,,,,,CAR
LT,77,"Bell, Byron CF11",63,"Foucault, David CF14",,,,,,,CAR
LG,66,"Silatolu, Amini 12/2",68,"Norwell, Andrew CF14",,,,,,,CAR
C,67,"Kalil, Ryan 07/2",64,"Folkerts, Brian SF13",,,,,,,CAR
RG,70,"Turner, Trai 14/3",75,"Velasco, Fernando SF14",79,"Scott, Chris SF13",,,,,CAR
RT,63,"Foucault, David CF14",74,"Remmers, Mike P/SL",,,,,,,CAR
TE,88,"Olsen, Greg T/Chi",84,"Dickson, Ed U/Bal",86,"Williams, Brandon CF13",,,,,CAR
QB,1,"Newton, Cam 11/1",3,"ANDERSON, DEREK CC/Arz",14,"Webb, Joe U/Min",,,,,CAR
RB,34,"WILLIAMS, DEANGELO 06/1",28,"Stewart, Jonathan 08/1",43,"Whittaker, Fozzy SF14",,,,,CAR
RB,35,"Tolbert, Mike U/SD",,,,,,,,,CAR
LWR,12,"COLSTON, MARQUES 06/7",88,"Toon, Nick 12/4",17,"Saunders, Jalen P/Sea",,,,,NO
RWR,84,"Stills, Kenny 13/5",17,"MEACHEM, ROBERT SF13",,,,,,,NO
LT,72,"Armstead, Terron 13/3",79,"Harris, Bryce P/Atl",67,"Becton, Nick P/NYG",,,,,NO
LG,66,"GRUBBS, BEN U/Bal",65,"Kelemete, Senio SF13",,,,,,,NO
C,55,"GOODWIN, JONATHAN U/SF",68,"Lelito, Tim CF13",,,,,,,NO
RG,73,"EVANS, JAHRI 06/4",65,"Kelemete, Senio SF13",,,,,,,NO
RT,64,"STRIEF, ZACH 06/7",79,"Harris, Bryce P/Atl",67,"Becton, Nick P/NYG",,,,,NO
TE,80,"Graham, Jimmy 10/3",82,"WATSON, BENJAMIN U/Cle",89,"Hill, Josh CF13",,,,,NO
QB,9,"BREES, DREW U/SD",7,"MCCOWN, LUKE U/Atl",,,,,,,NO
FB,41,"Lorig, Erik U/TB",,,,,,,,,NO
RB,22,"Ingram, Mark 11/1",29,"Robinson, Khiry CF13",23,"Thomas, Pierre CF07",39,"Cadet, Travaris CF12",,,NO
LWR,83,"JACKSON, VINCENT U/SD",14,"Herron, Robert 14/6",,,,,,,TB
RWR,13,"Evans, Mike 14/1",18,"Murphy, Louis U/NYG",89,"Shepard, Russell T/Phi",,,,,TB
LT,73,"Collins, Anthony U/Cin",64,"Pamphile, Kevin 14/5",,,,,,,TB
LG,70,"MANKINS, LOGAN T/NE",,,,,,,,,TB
C,62,"Dietrich-Smith, Evan U/GB",72,"Gilkey, Garrett W/Cle",61,"Allen, Josh CF14",,,,,TB
RG,66,"Omameh, Patrick P/SF",,,,,,,,,TB
RT,69,"Dotson, Demar CF09",75,"COUSINS, ONIEL U/Cle",,,,,,,TB
TE,82,"Myers, Brandon U/NYG",88,"Stocker, Luke 11/4",,,,,,,TB
TE,87,"Seferian-Jenkins, Austin 14/2",85,"Williams, DJ SF14",84,"Brate, Cameron CF14",,,,,TB
QB,12,"MCCOWN, JOSH U/Chi",8,"Glennon, Mike 13/3",,,,,,,TB
FB,,,,,,,,,,,TB
RB,22,"Martin, Doug 12/1",43,"Rainey, Bobby W/Cle",25,"James, Mike 13/6",34,"Sims, Charles 14/3",,,TB
LWR,88,"Thomas, Demaryius 10/1",12,"Caldwell, Andre U/Cin",,,,,,,DEN
RWR,10,"Sanders, Emmanuel U/Pit",14,"Latimer, Cody 14/2",,,,,,,DEN
WR,83,"WELKER, WES U/NE",19,"Burse, Isaiah CF14",,,,,,,DEN
LT,78,"Clady, Ryan 08/1",71,"Cornick, Paul SF12",,,,,,,DEN
LG,74,"Franklin, Orlando 11/2",63,"Garland, Ben CF10",,,,,,,DEN
C,64,"MONTGOMERY, WILL CC/Was",66,"RAMIREZ, MANNY SF11",,,,,,,DEN
RG,66,"RAMIREZ, MANNY SF11",65,"Vasquez, Louis U/SD",63,"Garland, Ben CF10",,,,,DEN
RT,65,"Vasquez, Louis U/SD",75,"Clark, Chris W/Min",79,"Schofield, Michael 14/3",,,,,DEN
TE,80,"Thomas, Julius 11/4",85,"Green, Virgil 11/7",84,"Tamme, Jacob U/Ind",,,,,DEN
QB,18,"MANNING, PEYTON CC/Ind",17,"Osweiler, Brock 12/2",,,,,,,DEN
RB,22,"Anderson, CJ CF13",23,"Hillman, Ronnie 12/3",40,"Thompson, Juwan CF14",28,"Ball, Montee 13/2",27,"Stewart, Jeremy SF14",DEN
LWR,82,"BOWE, DWAYNE 07/1",12,"Wilson, Albert CF14",88,"Hemingway, Junior 12/7",,,,,KC
RWR,13,"Thomas, De'Anthony 14/4",17,"AVERY, DONNIE U/Ind",81,"AVANT, JASON SF14",,,,,KC
WR,85,"Hammond, Frankie CF13",,,,,,,,,KC
LT,72,"Fisher, Eric 13/1",68,"Harris, Ryan SF14",,,,,,,KC
LG,75,"McGlynn, Mike SF14",76,"Duvernay-Tardif, Laurent 14/6",,,,,,,KC
C,61,"Hudson, Rodney 11/2",64,"Kush, Eric 13/6",,,,,,,KC
RG,73,"Fulton, Zach 14/6",74,"Linkenbach, Jeff U/Ind",,,,,,,KC
RT,68,"Harris, Ryan SF14",79,"Stephenson, Donald 12/3",,,,,,,KC
TE,87,"Kelce, Travis 13/3",80,"FASANO, ANTHONY U/Mia",89,"Supernaw, Phillip P/Bal",,,,,KC
QB,11,"SMITH, ALEX T/SF",10,"Daniel, Chase U/NO",7,"Murray, Aaron 14/5",,,,,KC
FB,42,"Sherman, Anthony T/Arz",,,,,,,,,KC
RB,25,"Charles, Jamaal 08/3",34,"Davis, Knile 13/3",13,"Thomas, De'Anthony 14/4",35,"West, Charcandrick CF14",,,KC
LWR,89,"JONES, JAMES U/GB",17,"Moore, Denarius 11/5",19,"Brown, Vincent SF14",,,,,LV
RWR,18,"Holmes, Andre W/NE",12,"Butler, Brice 13/7",85,"Thompkins, Kenbrell W/NE",,,,,LV
LT,72,"PENN, DONALD CC/TB",73,"McCants, Matt SF13",,,,,,,LV
LG,66,"Jackson, Gabe 14/3",,,,,,,,,LV
C,61,"Wisniewski, Stefen 11/2",67,"BOOTHE, KEVIN U/NYG",,,,,,,LV
RG,77,"Howard, Austin U/NYJ",70,"Bergstrom, Tony 12/3",,,,,,,LV
RT,69,"BARNES, KHALIF U/Jax",71,"Watson, Menelik 13/2",,,,,,,LV
TE,81,"Rivera, Mychal 13/6",87,"Leonhardt, Brian CF13",,,,,,,LV
QB,4,"Carr, Derek 14/2",8,"SCHAUB, MATT T/Hou",14,"McGloin, Matt CF13",,,,,LV
FB,45,"Reece, Marcel SF08",49,"Olawale, Jamize P/Dal",,,,,,,LV
RB,20,"McFadden, Darren 08/1",21,"Jones-Drew, Maurice U/JAX",28,"Murray, Latavius 13/6",34,"Atkinson, George CF14",,,LV
LWR,13,"Allen, Keenan 13/3",16,"Ajirotutu, Seyi SF12",,,,,,,LAC
RWR,11,"Royal, Eddie U/Den",,,,,,,,,LAC
WR,80,"FLOYD, MALCOM CF04",15,"Inman, Dontrelle SF14",,,,,,,LAC
LT,77,"Dunlap, King U/Phi",69,"Smith, Willie SF13",,,,,,,LAC
LG,78,"Rinehart, Chad U/Buf",73,"Miller, Ryan SF14",,,,,,,LAC
C,65,"Watt, Chris 14/3",66,"Robinson, Trevor P/Cin",,,,,,,LAC
RG,63,"Troutman, Johnnie 12/5",73,"Miller, Ryan SF14",,,,,,,LAC
RT,76,"Fluker, DJ 13/1",75,"Sirles, Jeremiah CF14",,,,,,,LAC
TE,85,"GATES, ANTONIO CF03",89,"Green, Ladarius 12/4",88,"Johnson, David U/Pit",83,"Phillips, John SF13",,,LAC
QB,17,"RIVERS, PHILIP T/NYG",10,"CLEMENS, KELLEN U/SL",,,,,,,LAC
RB,24,"Mathews, Ryan 10/1",34,"Brown, Donald U/Ind",43,"Oliver, Branden CF14",30,"BROWN, RONNIE SF14",,,LAC
LWR,11,"FITZGERALD, LARRY 04/1",12,"Brown, John 14/3",,,,,,,ARZ
RWR,15,"Floyd, Michael 12/1",19,"Ginn, Ted U/Car",13,"Brown, Jaron CF13",,,,,ARZ
LT,68,"Veldheer, Jared U/Oak",79,"Sowell, Bradley W/Ind",,,,,,,ARZ
LG,62,"Larsen, Ted U/TB",61,"Cooper, Jonathan 13/1",,,,,,,ARZ
C,63,"SENDLEIN, LYLE CF07",62,"Larsen, Ted U/TB",,,,,,,ARZ
RG,74,"Fanaika, Paul SF13",78,"Watford, Earl 13/4",,,,,,,ARZ
RT,70,"Massie, Bobby 12/4",79,"Sowell, Bradley W/Ind",,,,,,,ARZ
TE,84,"Housler, Rob 11/3",81,"Mulligan, Matthew SF14",,,,,,,ARZ
TE,89,"CARLSON, JOHN CC/Min",85,"Fells, Darren SF13",,,,,,,ARZ
QB,5,"STANTON, DREW U/Ind",6,"Thomas, Logan 14/4",14,"Lindley, Ryan P/SD",,,,,ARZ
RB,38,"Ellington, Andre 13/6",30,"Taylor, Stepfan 13/5",39,"Hughes, Robert SF13",23,"Grice, Marion P/SD",29,"BUSH, MICHAEL SF14",ARZ
LWR,15,"Crabtree, Michael 09/1",84,"LLOYD, BRANDON SF14",11,"Patton, Quinton 13/4",14,"OSGOOD, KASSIM SF13",,,SF
RWR,81,"BOLDIN, ANQUAN T/Bal",13,"Johnson, Stevie T/Buf",10,"Ellington, Bruce 14/4",,,,,SF
LT,74,"STALEY, JOE 07/1",,,,,,,,,SF
LG,77,"Iupati, Mike 10/1",56,"Farrell, Dillon CF14",,,,,,,SF
C,66,"Martin, Marcus 14/3",56,"Farrell, Dillon CF14",,,,,,,SF
RG,75,"Boone, Alex CF09",78,"Looney, Joe 12/4",,,,,,,SF
RT,71,"Martin, Jonathan T/Mia",76,"Davis, Anthony 10/1",,,,,,,SF
TE,85,"DAVIS, VERNON 06/1",89,"McDonald, Vance 13/2",45,"Cleveland, Asante CF14",,,,,SF
TE,88,"Celek, Garrett CF12",,,,,,,,,SF
QB,7,"Kaepernick, Colin 11/2",2,"Gabbert, Blaine T/Jax",1,"Johnson, Josh SF14",,,,,SF
FB,49,"Miller, Bruce 11/7",,,,,,,,,SF
RB,21,"GORE, FRANK 05/3",28,"Hyde, Carlos 14/2",38,"Smith, Alfonso SF14",,,,,SF
LWR,89,"Baldwin, Doug CF11",83,"Lockette, Ricardo SF13",,,,,,,SEA
RWR,15,"Kearse, Jermaine CF12",81,"Norwood, Kevin 14/4",19,"Walters, Bryan SF12",,,,,SEA
WR,10,"Richardson, Paul 14/2",,,,,,,,,SEA
LT,76,"Okung, Russell 10/1",78,"Bailey, Alvin CF13",,,,,,,SEA
LG,77,"Carpenter, James 11/1",78,"Bailey, Alvin CF13",,,,,,,SEA
C,61,"Jeanpierre, Lemuel SF10",60,"Unger, Max 09/2",65,"Lewis, Patrick P/Cle",,,,,SEA
RG,64,"Sweezy, JR 12/7",78,"Bailey, Alvin CF13",,,,,,,SEA
RT,68,"Britt, Justin 14/2",79,"Gilliam, Garry CF14",,,,,,,SEA
TE,82,"Willson, Luke 13/5",84,"Helfet, Cooper CF12",88,"Moeaki, Tony SF14",81,"Allen, Rashaun P/Min",,,SEA
QB,3,"Wilson, Russell 12/3",7,"JACKSON, TARVARIS T/Buf",,,,,,,SEA
RB,24,"Lynch, Marshawn T/BUF",22,"Turbin, Robert 12/4",33,"Michael, Christine 13/2",,,,,SEA
FB,46,"TUKUAFU, WILL SF14",,,,,,,,,SEA
LWR,81,"Britt, Kenny U/Ten",13,"Givens, Chris 12/4",,,,,,,LAR
RWR,11,"Austin, Tavon 13/1",12,"Bailey, Stedman 13/3",,,,,,,LAR
LT,79,"Robinson, Greg 14/1",75,"Person, Mike W/Sea",70,"Washington, Brandon SF12",,,,,LAR
LG,76,"Saffold, Rodger 10/2",75,"Person, Mike W/Sea",,,,,,,LAR
C,63,"WELLS, SCOTT U/GB",61,"Barnes, Tim SF11",67,"Jones, Barrett 13/4",,,,,LAR
RG,69,"JOSEPH, DAVIN CC/TB",75,"Person, Mike W/Sea",,,,,,,LAR
RT,72,"Barksdale, Joe W/Oak",70,"Washington, Brandon SF12",,,,,,,LAR
TE,89,"Cook, Jared U/Ten",46,"Harkey, Cory CF12",48,"Cunningham, Justice SF13",,,,,LAR
TE,88,"Kendricks, Lance 11/2",82,"Bayer, Alex CF14",,,,,,,LAR
QB,14,"HILL, SHAUN U/Det",9,"Davis, Austin SF13",,,,,,,LAR
RB,27,"Mason, Tre 14/3",30,"Stacy, Zac 13/5",36,"Cunningham, Benny CF13",34,"Reynolds, Chase SF11",42,"Watts, Trey CF14",LAR
LWR,10,"Woods, Robert 13/2",19,"Williams, Mike T/TB",15,"Hogan, Chris SF12",,,,,BUF
RWR,14,"Watkins, Sammy 14/1",88,"Goodwin, Marquise 13/3",81,"Easley, Marcus 10/4",,,,,BUF
LT,77,"Glenn, Cordy 12/2",75,"Hairston, Chris 11/4",,,,,,,BUF
LG,60,"Urbik, Kraig W/Pit",68,"Richardson, Cyril 14/5",,,,,,,BUF
C,70,"Wood, Eric 09/1",60,"Urbik, Kraig W/Pit",,,,,,,BUF
RG,79,"PEARS, ERIK SF10",,,,,,,,,BUF
RT,66,"Henderson, Seantrel 14/7",71,"Kouandjio, Cyrus 14/2",,,,,,,BUF
TE,84,"Chandler, Scott W/Dal",85,"Smith, Lee W/NE",89,"Gragg, Chris 13/7",,,,,BUF
QB,18,"ORTON, KYLE SF14",3,"Manuel, EJ 13/1",,,,,,,BUF
FB,38,"Summers, Frank SF13",,,,,,,,,BUF
RB,35,"Brown, Bryce T/Phi",26,"Dixon, Anthony U/SF",39,"Tanner, Phillip SF14",22,"JACKSON, FRED CF06",,,BUF
LWR,82,"Hartline, Brian 09/4",,,,,,,,,MIA
RWR,11,"Wallace, Mike U/Pit",18,"Matthews, Rishard 12/7",,,,,,,MIA
SWR,14,"Landry, Jarvis 14/2",10,"Gibson, Brandon U/SL",,,,,,,MIA
LT,71,"ALBERT, BRANDEN U/KC",75,"Garner, Nate W/NYJ",,,,,,,MIA
LG,67,"COLLEDGE, DARYN SF14",77,"Turner, Billy 14/3",,,,,,,MIA
C,64,"Satele, Samson SF14",51,"Pouncey, Mike 11/1",,,,,,,MIA
RG,51,"Pouncey, Mike 11/1",66,"Smith, Shelley U/SL",63,"Thomas, Dallas 13/3",,,,,MIA
RT,70,"James, Ja'Wuan 14/1",74,"Fox, Jason U/Det",,,,,,,MIA
TE,42,"Clay, Charles 11/6",80,"Sims, Dion 13/4",89,"Hoskins, Gator CF14",,,,,MIA
QB,17,"Tannehill, Ryan 12/1",8,"MOORE, MATT U/Car",,,,,,,MIA
RB,26,"Miller, Lamar 12/4",34,"Williams, Damien CF14",30,"Thomas, Daniel 11/2",,,,,MIA
LWR,19,"LaFell, Brandon U/Car",80,"Amendola, Danny U/SL",18,"Slater, Matthew 08/5",,,,,NE
RWR,11,"Edelman, Julian 09/7",17,"Dobson, Aaron 13/2",84,"Tyms, Brian SF14",,,,,NE
LT,77,"Solder, Nate 11/1",61,"Cannon, Marcus 11/5",65,"Devey, Jordan SF13",,,,,NE
LG,63,"CONNOLLY, DAN SF07",61,"Cannon, Marcus 11/5",,,,,,,NE
C,66,"Stork, Bryan 14/4",,,,,,,,,NE
RG,62,"Wendell, Ryan CF08",67,"Kline, Josh CF13",,,,,,,NE
RT,76,"VOLLMER, SEBASTIAN 09/2",61,"Cannon, Marcus 11/5",71,"Fleming, Cameron 14/4",,,,,NE
TE,87,"Gronkowski, Rob 10/2",47,"Hoomanawanui, Michael P/Was",81,"Wright, Tim T/TB",,,,,NE
QB,12,"BRADY, TOM 00/6",10,"Garoppolo, Jimmy 14/2",,,,,,,NE
RB,38,"Bolden, Brandon CF12",46,"Develin, James SF13",35,"Gray, Jonas SF14",,,,,NE
RB,34,"Vereen, Shane 11/2",28,"White, James 14/4",,,,,,,NE
LWR,11,"Kerley, Jeremy 11/5",10,"Graham, TJ SF14",18,"Powell, Walter W/Arz",,,,,NYJ
RWR,87,"Decker, Eric U/Den",17,"Salas, Greg P/Phi",15,"Hakim, Saalim SF13",14,"Owusu, Chris SF14",,,NYJ
WR,16,"Harvin, Percy T/Sea",,,,,,,,,NYJ
LT,60,"FERGUSON, D'BRICKASHAW 06/1",71,"Ijalana, Ben W/Ind",,,,,,,NYJ
LG,75,"Aboushi, Oday 13/5",72,"Johnson, Wesley W/Pit",,,,,,,NYJ
C,74,"MANGOLD, NICK 06/1",63,"Freeman, Dalton CF13",,,,,,,NYJ
RG,66,"COLON, WILLIE CC/Pit",70,"Dozier, Dakota 14/4",,,,,,,NYJ
RT,68,"Giacomini, Breno U/Sea",71,"Ijalana, Ben W/Ind",,,,,,,NYJ
TE,85,"Cumberland, Jeff CF10",88,"Amaro, Jace 14/2",44,"Sudfeld, Zach W/NE",,,,,NYJ
QB,7,"Smith, Geno 13/2",1,"VICK, MICHAEL U/Phi",,,,,,,NYJ
FB,38,"Conner, John SF14",,,,,,,,,NYJ
RB,33,"Ivory, Chris T/NO",21,"Johnson, Chris CC/Ten",29,"Powell, Bilal 11/4",,,,,NYJ
LWR,88,"Bryant, Dez 10/1",11,"Beasley, Cole CF12",15,"Street, Devin 14/5",,,,,DAL
RWR,83,"Williams, Terrance 13/3",17,"Harris, Dwayne 11/6",,,,,,,DAL
LT,77,"Smith, Tyron 11/1",67,"HILLS, TONY P/Mia",,,,,,,DAL
LG,65,"Leary, Ronald CF 12",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
C,72,"Frederick, Travis 13/1",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
RG,70,"Martin, Zack 14/1",73,"Bernadeau, Mackenzy U/Car",,,,,,,DAL
RT,78,"Parnell, Jermey P/NO",71,"Hawkins, Donald W/Cle",68,"FREE, DOUG 07/4",,,,,DAL
TE,82,"WITTEN, JASON 03/3",84,"Hanna, James 12/6",,,,,,,DAL
TE,89,"Escobar, Gavin 13/2",,,,,,,,,DAL
QB,9,"ROMO, TONY CF03",3,"WEEDEN, BRANDON SF14",10,"Vaughan, Dustin CF14",,,,,DAL
RB,29,"Murray, DeMarco 11/3",25,"Dunbar, Lance CF12",21,"Randle, Joseph 13/5",,,,,DAL
FB,44,"Clutts, Tyler SF13",,,,,,,,,DAL
LWR,82,"Randle, Rueben 12/2",88,"Washington, Corey W/Arz",,,,,,,NYG
RWR,13,"Beckham Jr., Odell 14/1",83,"Parker, Preston SF14",15,"Ogletree, Kevin SF14",,,,,NYG
LT,65,"Beatty, Will 09/2",71,"Brown, Charles U/NO",,,,,,,NYG
LG,70,"Richburg, Weston 14/2",61,"REYNOLDS, DALLAS SF13",68,"SNYDER, ADAM SF14",,,,,NYG
C,55,"Walton, JD U/Was",70,"Richburg, Weston 14/2",61,"REYNOLDS, DALLAS SF13",,,,,NYG
RG,77,"Jerry, John U/Mia",75,"Mosley, Brandon 12/4",,,,,,,NYG
RT,67,"Pugh, Justin 13/1",73,"Brewer, James 11/4",,,,,,,NYG
TE,84,"Donnell, Larry CF12",85,"FELLS, DANIEL SF14",81,"Robinson, Adrien 12/4",,,,,NYG
QB,10,"MANNING, ELI T/SD",9,"Nassib, Ryan 13/4",,,,,,,NYG
FB,45,"Hynoski, Henry CF11",,,,,,,,,NYG
RB,44,"Williams, Andre 14/4",33,"Hillis, Peyton SF13",29,"Cox, Michael 13/7",23,"Jennings, Rashad U/Oak",,,NYG
LWR,14,"Cooper, Riley 10/5",88,"Maehl, Jeff T/HOU",,,,,,,PHI
RWR,18,"Maclin, Jeremy 09/1",11,"Huff, Josh 14/3",,,,,,,PHI
WR,81,"Matthews, Jordan 14/2",16,"SMITH, BRAD SF13",,,,,,,PHI
LT,71,"PETERS, JASON T/Buf",66,"Gardner, Andrew U/Hou",,,,,,,PHI
LG,64,"Tobin, Matt CF13",67,"Kelly, Dennis 12/5",,,,,,,PHI
C,63,"Molk, David SF14",61,"Vandervelde, Julian 11/5",62,"Kelce, Jason 11/6",,,,,PHI
RG,79,"HERREMANS, TODD 05/4",67,"Kelly, Dennis 12/5",,,,,,,PHI
RT,65,"Johnson, Lane 13/1",66,"Gardner, Andrew U/Hou",,,,,,,PHI
TE,87,"Celek, Brent 07/5",86,"Ertz, Zach 13/2",85,"CASEY, JAMES U/Hou",47,"Burton, Trey CF14",,,PHI
QB,9,"Foles, Nick 12/3",3,"Sanchez, Mark SF14",2,"Barkley, Matt 13/4",,,,,PHI
RB,25,"McCoy, LeSean 09/2",43,"SPROLES, DARREN T/NO",32,"Polk, Chris CF12",,,,,PHI
LWR,88,"Garcon, Pierre U/Ind",14,"Grant, Ryan 14/5",15,"Robinson, Aldrick 11/6",,,,,WAS
RWR,11,"Jackson, DeSean SF14",12,"Roberts, Andre U/Arz",89,"MOSS, SANTANA 01/1",,,,,WAS
LT,71,"Williams, Trent 10/1",76,"Moses, Morgan 14/3",,,,,,,WAS
LG,77,"Lauvao, Shawn U/Cle",67,"LeRibeus, Josh 12/3",,,,,,,WAS
C,78,"Lichtensteiger, Kory SF10",66,"CHESTER, CHRIS U/Bal",,,,,,,WAS
RG,66,"CHESTER, CHRIS U/Bal",60,"Long, Spencer 14/3",,,,,,,WAS
RT,68,"Compton, Tom 12/6",74,"Polumbus, Tyler SF11",,,,,,,WAS
TE,86,"Reed, Jordan 13/3",82,"Paulsen, Logan CF10",84,"Paul, Niles 11/5",,,,,WAS
QB,16,"McCoy, Colt U/SF",8,"Cousins, Kirk 12/4",10,"Griffin, Robert 12/1",,,,,WAS
FB,36,"Young, Darrel CF09",,,,,,,,,WAS
RB,46,"Morris, Alfred 12/6",29,"Helu, Roy 11/4",32,"Redd, Silas CF14",,,,,WAS
LWR,82,"Smith, Torrey 11/2",14,"Brown, Marlon CF13",15,"Campanaro, Michael 14/7",,,,,BAL
RWR,89,"SMITH,SR, STEVE CC/Car",12,"JONES, JACOBY CC/Hou",11,"Aiken, Kamar SF13",,,,,BAL
LT,60,"Monroe, Eugene T/Jax",74,"Hurst, James CF14",,,,,,,BAL
LG,72,"Osemele, Kelechi 12/2",64,"Urschel, John 14/5",,,,,,,BAL
C,53,"Zuttah, Jeremy T/TB",66,"Gradkowski, Gino 12/4",,,,,,,BAL
RG,73,"YANDA, MARSHAL 07/3",64,"Urschel, John 14/5",,,,,,,BAL
RT,71,"Wagner, Ricky 13/5",76,"Reid, Jah 11/3",,,,,,,BAL
TE,81,"DANIELS, OWEN CC/Hou",80,"Gillmore, Crockett 14/3",84,"Supernaw, Phillip SF14",,,,,BAL
QB,5,"Flacco, Joe 08/1",2,"Taylor, Tyrod 11/6",,,,,,,BAL
FB,44,"Juszczyk, Kyle 13/4",,,,,,,,,BAL
RB,29,"Forsett, Justin CC/Jax",34,"Taliaferro, Lorenzo 14/4",30,"Pierce, Bernard 12/3",,,,,BAL
LWR,18,"Green, AJ 11/1",19,"Tate, Brandon W/NE",86,"Wright, James 14/7",,,,,CIN
RWR,12,"Sanu, Mohamed 12/3",11,"Sanzenbacher, Dane W/Chi",88,"Little, Greg SF14",,,,,CIN
LT,77,"WHITWORTH, ANDREW 06/2",74,"Newhouse, Marshall U/GB",,,,,,,CIN
LG,65,"Boling, Clint 11/4",67,"Pollak, Mike 08/2",,,,,,,CIN
C,61,"Bodine, Russell 14/4",67,"Pollak, Mike 08/2",60,"Johnson, TJ 13/7",,,,,CIN
RG,68,"Zeitler, Kevin 12/1",60,"Johnson, TJ 13/7",,,,,,,CIN
RT,71,"Smith, Andre 09/1",72,"Hawkinson, Tanner 13/5",,,,,,,CIN
TE,84,"Gresham, Jermaine 10/1",83,"Brock, Kevin SF13",,,,,,,CIN
H-B,89,"Hewitt, Ryan CF14",83,"Brock, Kevin SF13",,,,,,,CIN
QB,14,"Dalton, Andy 11/2",17,"CAMPBELL, JASON SF14",,,,,,,CIN
RB,25,"Bernard, Giovani 13/2",32,"Hill, Jeremy 14/2",30,"Peerman, Cedric W/Det",33,"Burkhead, Rex 13/6",,,CIN
LWR,16,"Hawkins, Andrew R/Cin",11,"Benjamin, Travis 12/4",15,"Moore, Marlon SF14",,,,,CLE
RWR,19,"AUSTIN, MILES CC/Dal",18,"Gabriel, Taylor CF14",13,"Smith, Rodney W/Min",,,,,CLE
LT,73,"Thomas, Joe 07/1",,,,,,,,,CLE
LG,75,"Bitonio, Joel 14/2",74,"MCQUISTAN, PAUL U/Sea",,,,,,,CLE
C,68,"McDonald, Nick W/SD",,,,,,,,,CLE
RG,77,"Greco, John T/SL",69,"Painter, Vinston P/Den",,,,,,,CLE
RT,72,"Schwartz, Mitchell 12/2",62,"Seymour, Ryan W/SF",,,,,,,CLE
TE,84,"Cameron, Jordan 11/4",82,"Barnidge, Gary U/Car",81,"Dray, Jim U/Arz",86,"Taylor, Ryan W/Bal",,,CLE
QB,6,"Hoyer, Brian CC/Arz",2,"Manziel, Johnny 14/1",,,,,,,CLE
RB,44,"Tate, Ben U/Hou",34,"Crowell, Isaiah CF14",28,"West, Terrance 14/3",41,"Winston, Glenn W/SF",,,CLE
FB,40,"Small, Kiero CF14",,,,,,,,,CLE
LWR,84,"Brown, Antonio 10/6",15,"Brown, Justin 13/6",85,"Heyward-Bey, Darrius U/Ind",,,,,PIT
RWR,11,"Wheaton, Markus 13/3",16,"MOORE, LANCE SF14",10,"Bryant, Martavis 14/4",,,,,PIT
LT,68,"Beachum, Kelvin 12/7",76,"Adams, Mike 12/2",,,,,,,PIT
LG,73,"Foster, Ramon CF09",74,"Hubbard, Chris CF13",,,,,,,PIT
C,53,"Pouncey, Maurkice 10/1",72,"Wallace, Cody SF13",,,,,,,PIT
RG,66,"DeCastro, David 12/1",,,,,,,,,PIT
RT,76,"Adams, Mike 12/2",77,"Gilbert, Marcus 11/2",,,,,,,PIT
TE,83,"MILLER, HEATH 05/1",89,"SPAETH, MATT CC/Chi",82,"Palmer, Michael W/Sea",,,,,PIT
QB,7,"ROETHLISBERGER, BEN 04/1",5,"GRADKOWSKI, BRUCE U/Cin",3,"Jones, Landry 13/4",,,,,PIT
FB,46,"Johnson, Will CF12",,,,,,,,,PIT
RB,26,"Bell, Le'Veon 13/2",27,"Blount, LeGarrette U/NE",13,"Archer, Dri 14/3",,,,,PIT
LWR,15,"MARSHALL, BRANDON T/Mia",14,"HOLMES, SANTONIO SF14",82,"Williams, Chris P/NO",,,,,CHI
RWR,17,"Jeffery, Alshon 12/2",,,,,,,,,CHI
WR,19,"Morgan, Josh U/Was",,,,,,,,,CHI
LT,74,"BUSHROD, JERMON U/NO",72,"Leno, Charles 14/7",62,"Britton, Eben U/Jax",,,,,CHI
